Game Length,Player Movement,Die Rolls,Snakes and Ladders
14,"[0, 6, 31, 36, 40, 44, 47, 50, 52, 58, 61, 66, 72, 78, 100]","[6, 3, 5, 4, 4, 3, 3, 2, 6, 3, 5, 6, 6, 2]",L-9 L-80 
18,"[0, 5, 31, 37, 40, 41, 46, 67, 70, 91, 92, 79, 81, 24, 84, 90, 75, 77, 100]","[5, 4, 6, 3, 1, 5, 5, 3, 1, 1, 6, 2, 6, 4, 6, 5, 2, 3]",L-9 L-51 L-71 S-98 S-87 L-28 S-95 L-80 
70,"[0, 3, 5, 8, 14, 16, 22, 24, 25, 27, 29, 30, 32, 38, 42, 43, 45, 46, 49, 55, 60, 63, 69, 73, 78, 83, 24, 25, 30, 34, 38, 44, 50, 52, 57, 19, 23, 27, 29, 35, 40, 43, 48, 34, 35, 36, 41, 42, 45, 49, 50, 56, 19, 25, 27, 84, 85, 91, 75, 78, 79, 81, 82, 85, 86, 24, 84, 90, 73, 74, 100]","[3, 2, 3, 6, 2, 6, 2, 1, 2, 2, 1, 2, 6, 4, 1, 2, 1, 3, 6, 5, 3, 6, 4, 5, 5, 4, 1, 5, 4, 4, 6, 6, 2, 5, 5, 4, 4, 2, 6, 5, 3, 5, 6, 1, 1, 5, 1, 3, 4, 1, 6, 6, 6, 2, 1, 1, 6, 4, 3, 1, 2, 1, 3, 1, 1, 4, 6, 3, 1, 6]",S-87 S-62 S-54 S-62 L-28 S-95 S-87 L-28 S-93 L-80 
15,"[0, 38, 44, 48, 49, 52, 57, 60, 61, 63, 66, 67, 69, 72, 76, 100]","[1, 6, 4, 1, 3, 5, 3, 1, 2, 3, 1, 2, 3, 4, 4]",L-1 L-80 
46,"[0, 14, 16, 42, 46, 49, 55, 57, 59, 65, 91, 96, 97, 38, 43, 46, 52, 57, 60, 19, 22, 27, 33, 34, 39, 42, 43, 46, 67, 73, 74, 78, 83, 85, 24, 27, 30, 33, 36, 42, 45, 47, 67, 68, 91, 96, 100]","[4, 2, 5, 4, 3, 6, 2, 2, 6, 6, 5, 1, 4, 5, 3, 6, 5, 3, 2, 3, 5, 6, 1, 5, 3, 1, 3, 5, 6, 1, 4, 5, 2, 2, 3, 3, 3, 3, 6, 3, 2, 4, 1, 3, 5, 4]",L-4 L-21 L-71 L-1 S-62 L-51 S-87 L-51 L-71 
15,"[0, 5, 8, 12, 7, 10, 14, 15, 16, 18, 23, 84, 90, 94, 75, 100]","[5, 3, 4, 5, 3, 4, 1, 1, 2, 5, 5, 6, 4, 1, 5]",S-17 L-28 S-95 L-80 
28,"[0, 3, 6, 10, 13, 18, 23, 25, 29, 32, 37, 43, 49, 50, 67, 91, 75, 77, 83, 85, 90, 73, 75, 79, 84, 88, 73, 75, 100]","[3, 3, 4, 3, 5, 5, 2, 4, 3, 5, 6, 6, 1, 1, 4, 4, 2, 6, 2, 5, 3, 2, 4, 5, 4, 5, 2, 5]",L-51 L-71 S-95 S-93 S-93 L-80 
67,"[0, 14, 15, 16, 20, 23, 24, 27, 30, 34, 40, 46, 48, 34, 38, 39, 42, 48, 49, 34, 36, 42, 47, 49, 50, 52, 57, 63, 60, 60, 61, 19, 20, 42, 43, 46, 48, 49, 53, 56, 57, 63, 67, 73, 76, 78, 82, 24, 25, 27, 84, 85, 91, 92, 96, 97, 99, 5, 31, 34, 35, 41, 43, 49, 67, 73, 74, 100]","[4, 1, 1, 4, 3, 1, 3, 3, 4, 6, 6, 2, 6, 4, 1, 3, 6, 1, 5, 2, 6, 5, 2, 1, 2, 5, 6, 1, 4, 1, 1, 1, 1, 1, 3, 2, 1, 4, 3, 1, 6, 4, 6, 3, 2, 4, 5, 1, 2, 1, 1, 6, 1, 4, 1, 2, 6, 4, 3, 1, 6, 2, 6, 2, 6, 1, 6]",L-4 S-54 S-54 S-64 S-64 S-62 L-21 S-87 L-28 L-9 L-51 L-80 
33,"[0, 2, 3, 5, 10, 16, 20, 23, 25, 31, 36, 38, 44, 45, 48, 52, 34, 38, 39, 41, 45, 49, 67, 68, 70, 73, 79, 85, 86, 90, 92, 75, 78, 100]","[2, 1, 2, 5, 6, 4, 3, 2, 6, 5, 2, 6, 1, 3, 4, 2, 4, 1, 2, 4, 4, 2, 1, 2, 3, 6, 6, 1, 4, 2, 3, 3, 2]",S-54 L-51 S-95 L-80 
104,"[0, 6, 12, 15, 42, 43, 46, 50, 55, 57, 59, 65, 67, 72, 76, 82, 83, 85, 91, 94, 96, 79, 84, 24, 27, 29, 30, 34, 37, 38, 41, 46, 50, 53, 58, 60, 61, 67, 73, 79, 85, 86, 89, 90, 96, 99, 5, 7, 31, 33, 37, 40, 41, 47, 48, 34, 40, 44, 46, 52, 34, 36, 39, 43, 48, 67, 73, 77, 79, 83, 85, 24, 30, 34, 35, 37, 40, 44, 50, 53, 34, 37, 42, 45, 48, 52, 57, 59, 65, 66, 91, 73, 79, 84, 90, 75, 76, 79, 82, 84, 89, 92, 94, 75, 100]","[6, 6, 3, 6, 1, 3, 4, 5, 2, 2, 6, 2, 5, 4, 6, 1, 2, 6, 3, 2, 2, 5, 3, 3, 2, 1, 4, 3, 1, 3, 5, 4, 3, 5, 2, 1, 6, 6, 6, 6, 1, 3, 1, 6, 3, 6, 2, 2, 2, 4, 3, 1, 6, 1, 6, 6, 4, 2, 6, 2, 2, 3, 4, 5, 3, 6, 4, 2, 4, 2, 2, 6, 4, 1, 2, 3, 4, 6, 3, 1, 3, 5, 3, 3, 4, 5, 2, 6, 1, 5, 2, 6, 5, 6, 5, 1, 3, 3, 2, 5, 3, 2, 1, 5]",L-21 S-98 S-87 L-9 S-54 S-54 L-51 S-87 S-54 L-71 S-93 S-95 S-95 L-80 
42,"[0, 5, 7, 10, 11, 12, 14, 16, 18, 19, 24, 26, 31, 32, 33, 39, 43, 45, 50, 52, 53, 34, 37, 38, 39, 41, 47, 53, 55, 61, 60, 19, 42, 43, 48, 34, 40, 43, 48, 67, 70, 76, 100]","[5, 2, 3, 1, 1, 2, 2, 2, 1, 5, 2, 5, 1, 1, 6, 4, 2, 5, 2, 1, 1, 3, 1, 1, 2, 6, 6, 2, 6, 3, 2, 2, 1, 5, 6, 6, 3, 5, 3, 3, 6, 4]",S-54 S-64 S-62 L-21 S-54 L-51 L-80 
16,"[0, 5, 8, 10, 11, 13, 19, 42, 46, 52, 56, 60, 65, 70, 74, 79, 100]","[5, 3, 2, 1, 2, 6, 2, 4, 6, 4, 4, 5, 5, 4, 5, 1]",L-21 L-80 
77,"[0, 2, 6, 12, 13, 15, 19, 25, 84, 85, 90, 91, 92, 94, 97, 99, 3, 5, 31, 36, 42, 47, 49, 50, 55, 60, 63, 69, 91, 75, 81, 86, 88, 92, 97, 99, 3, 31, 33, 38, 39, 42, 45, 46, 49, 52, 58, 61, 67, 68, 72, 76, 81, 85, 89, 92, 96, 99, 3, 14, 20, 23, 25, 84, 24, 30, 31, 34, 38, 43, 49, 55, 57, 63, 67, 69, 74, 100]","[2, 4, 6, 1, 2, 4, 6, 3, 1, 5, 1, 1, 2, 3, 2, 4, 2, 4, 5, 6, 5, 2, 1, 5, 5, 3, 6, 2, 4, 6, 5, 2, 4, 5, 2, 4, 6, 2, 5, 1, 3, 3, 1, 3, 3, 6, 3, 6, 1, 4, 4, 5, 4, 4, 3, 4, 3, 4, 1, 6, 3, 2, 3, 3, 6, 1, 3, 4, 5, 6, 6, 2, 6, 4, 2, 5, 6]",L-28 L-9 L-71 S-95 L-9 L-4 L-28 S-87 L-80 
22,"[0, 3, 5, 11, 14, 20, 24, 26, 30, 33, 34, 38, 43, 49, 52, 57, 63, 68, 69, 72, 77, 78, 100]","[3, 2, 6, 3, 6, 4, 2, 4, 3, 1, 4, 5, 6, 3, 5, 6, 5, 1, 3, 5, 1, 2]",L-80 
124,"[0, 3, 7, 11, 14, 19, 24, 29, 32, 33, 39, 40, 42, 45, 48, 49, 52, 56, 61, 60, 66, 67, 91, 94, 96, 2, 8, 13, 16, 20, 22, 25, 84, 85, 86, 92, 94, 75, 78, 83, 85, 24, 27, 30, 32, 33, 39, 41, 43, 49, 50, 34, 39, 44, 48, 34, 38, 39, 42, 43, 44, 50, 67, 72, 74, 77, 82, 84, 24, 27, 30, 36, 39, 40, 46, 52, 34, 37, 39, 42, 44, 50, 52, 34, 40, 46, 47, 48, 52, 34, 40, 42, 46, 47, 49, 52, 56, 58, 60, 19, 24, 25, 29, 35, 37, 43, 46, 52, 34, 38, 39, 43, 49, 67, 68, 73, 74, 75, 77, 79, 81, 84, 89, 75, 100]","[3, 4, 4, 3, 5, 5, 5, 3, 1, 6, 1, 2, 3, 3, 1, 3, 4, 5, 3, 6, 1, 4, 3, 2, 6, 6, 5, 3, 4, 2, 3, 3, 1, 1, 6, 2, 1, 3, 5, 2, 2, 3, 3, 2, 1, 6, 2, 2, 6, 1, 4, 5, 5, 4, 6, 4, 1, 3, 1, 1, 6, 1, 5, 2, 3, 5, 2, 3, 3, 3, 6, 3, 1, 6, 6, 2, 3, 2, 3, 2, 6, 2, 2, 6, 6, 1, 1, 4, 2, 6, 2, 4, 1, 2, 3, 4, 2, 2, 2, 5, 1, 4, 6, 2, 6, 3, 6, 2, 4, 1, 4, 6, 2, 1, 5, 1, 1, 2, 2, 2, 3, 5, 6, 5]",S-64 L-71 L-28 S-95 S-87 S-54 S-54 L-51 S-87 S-54 S-54 S-54 S-62 S-54 L-51 S-95 L-80 
31,"[0, 14, 20, 23, 84, 85, 90, 73, 77, 78, 84, 90, 73, 79, 85, 88, 90, 91, 92, 75, 79, 83, 88, 90, 92, 96, 79, 81, 84, 90, 94, 100]","[4, 6, 3, 5, 1, 5, 3, 4, 1, 6, 6, 3, 6, 6, 3, 2, 1, 1, 3, 4, 4, 5, 2, 2, 4, 2, 2, 3, 6, 4, 6]",L-4 L-28 S-93 S-93 S-95 S-98 
23,"[0, 6, 8, 31, 32, 33, 39, 45, 47, 67, 69, 74, 78, 81, 86, 92, 96, 97, 79, 85, 90, 75, 78, 100]","[6, 2, 1, 1, 1, 6, 6, 2, 4, 2, 5, 4, 3, 5, 6, 4, 1, 1, 6, 5, 5, 3, 2]",L-9 L-51 S-98 S-95 L-80 
17,"[0, 3, 14, 16, 22, 27, 30, 33, 35, 41, 44, 45, 46, 67, 91, 75, 78, 100]","[3, 1, 2, 6, 5, 3, 3, 2, 6, 3, 1, 1, 5, 4, 4, 3, 2]",L-4 L-51 L-71 S-95 L-80 
40,"[0, 38, 44, 46, 47, 67, 69, 73, 75, 81, 85, 24, 84, 85, 86, 24, 25, 30, 32, 36, 42, 46, 48, 50, 67, 69, 73, 79, 81, 84, 88, 73, 76, 78, 82, 83, 84, 90, 75, 77, 100]","[1, 6, 2, 1, 4, 2, 4, 2, 6, 4, 2, 4, 1, 1, 1, 1, 5, 2, 4, 6, 4, 2, 2, 1, 2, 4, 6, 2, 3, 4, 5, 3, 2, 4, 1, 1, 6, 5, 2, 3]",L-1 L-51 S-87 L-28 S-87 L-51 S-93 S-95 L-80 
25,"[0, 6, 8, 14, 16, 20, 42, 45, 46, 47, 50, 53, 34, 39, 42, 43, 45, 48, 49, 53, 59, 65, 67, 73, 79, 100]","[6, 2, 6, 2, 4, 1, 3, 1, 1, 3, 3, 1, 5, 3, 1, 2, 3, 1, 4, 6, 6, 2, 6, 6, 1]",L-21 S-54 L-80 
51,"[0, 14, 19, 42, 44, 46, 52, 34, 35, 38, 43, 49, 50, 67, 91, 96, 99, 3, 6, 8, 12, 14, 16, 42, 47, 50, 67, 70, 91, 75, 81, 82, 84, 24, 27, 29, 35, 41, 42, 48, 67, 91, 73, 75, 79, 83, 86, 89, 90, 73, 78, 100]","[4, 5, 2, 2, 2, 6, 2, 1, 3, 5, 6, 1, 1, 4, 5, 3, 4, 3, 2, 4, 2, 2, 5, 5, 3, 1, 3, 1, 4, 6, 1, 2, 3, 3, 2, 6, 6, 1, 6, 3, 4, 2, 2, 4, 4, 3, 3, 1, 3, 5, 2]",L-4 L-21 S-54 L-51 L-71 L-21 L-51 L-71 S-95 S-87 L-51 L-71 S-93 S-93 L-80 
45,"[0, 14, 16, 22, 84, 86, 90, 73, 75, 77, 78, 83, 85, 24, 25, 31, 33, 37, 43, 44, 46, 52, 57, 63, 68, 91, 97, 79, 83, 86, 91, 97, 3, 31, 34, 36, 40, 46, 67, 73, 75, 81, 86, 89, 75, 100]","[4, 2, 6, 6, 2, 4, 3, 2, 2, 1, 5, 2, 2, 1, 6, 2, 4, 6, 1, 2, 6, 5, 6, 5, 3, 6, 1, 4, 3, 5, 6, 6, 6, 3, 2, 4, 6, 5, 6, 2, 6, 5, 3, 6, 5]",L-4 L-28 S-93 S-87 L-71 S-98 L-9 L-51 S-95 L-80 
20,"[0, 5, 7, 12, 7, 13, 18, 23, 29, 31, 32, 37, 41, 43, 45, 67, 69, 72, 74, 78, 100]","[5, 2, 5, 5, 6, 5, 5, 6, 2, 1, 5, 4, 2, 2, 6, 2, 3, 2, 4, 2]",S-17 L-51 L-80 
16,"[0, 2, 14, 20, 24, 84, 90, 92, 73, 79, 82, 86, 89, 73, 75, 79, 100]","[2, 2, 6, 4, 4, 6, 2, 1, 6, 3, 4, 3, 4, 2, 4, 1]",L-4 L-28 S-93 S-93 L-80 
24,"[0, 5, 8, 14, 7, 11, 12, 13, 14, 20, 26, 27, 30, 33, 35, 39, 42, 43, 45, 48, 50, 67, 73, 76, 100]","[5, 3, 6, 3, 4, 1, 1, 1, 6, 6, 1, 3, 3, 2, 4, 3, 1, 2, 3, 2, 1, 6, 3, 4]",S-17 L-51 L-80 
47,"[0, 2, 6, 7, 12, 7, 12, 18, 42, 45, 48, 50, 56, 58, 60, 61, 65, 67, 91, 94, 96, 38, 40, 43, 44, 47, 50, 56, 19, 24, 26, 31, 34, 39, 44, 49, 52, 53, 56, 59, 60, 63, 60, 66, 70, 74, 79, 100]","[2, 4, 1, 5, 5, 5, 6, 3, 3, 3, 2, 6, 2, 6, 1, 4, 2, 4, 3, 2, 5, 2, 3, 1, 3, 3, 6, 6, 5, 2, 5, 3, 5, 5, 5, 3, 1, 3, 3, 1, 3, 1, 6, 4, 4, 5, 1]",S-17 L-21 S-64 L-71 L-1 S-62 S-64 L-80 
57,"[0, 38, 39, 41, 47, 67, 69, 70, 74, 76, 78, 83, 89, 75, 78, 79, 83, 89, 90, 92, 97, 99, 2, 3, 5, 8, 31, 32, 37, 41, 42, 48, 49, 50, 34, 37, 38, 41, 42, 48, 50, 55, 59, 19, 24, 29, 35, 37, 43, 44, 49, 53, 57, 63, 66, 69, 74, 100]","[1, 1, 2, 6, 4, 2, 1, 4, 2, 2, 5, 6, 6, 3, 1, 4, 6, 1, 2, 5, 2, 3, 1, 2, 3, 1, 1, 5, 4, 1, 6, 1, 1, 4, 3, 1, 3, 1, 6, 2, 5, 4, 3, 5, 5, 6, 2, 6, 1, 5, 4, 4, 6, 3, 3, 5, 6]",L-1 L-51 S-95 L-9 S-54 S-62 L-80 
40,"[0, 2, 5, 6, 31, 36, 38, 40, 44, 46, 47, 50, 56, 59, 60, 63, 69, 75, 81, 86, 90, 94, 96, 2, 5, 7, 8, 14, 18, 42, 45, 47, 48, 50, 56, 61, 67, 70, 73, 74, 100]","[2, 3, 1, 3, 5, 2, 2, 4, 2, 1, 3, 6, 3, 1, 3, 6, 6, 6, 5, 4, 4, 2, 6, 3, 2, 1, 6, 4, 3, 3, 2, 1, 2, 6, 5, 6, 3, 3, 1, 6]",L-9 L-21 L-80 
56,"[0, 6, 31, 32, 34, 40, 42, 48, 67, 73, 78, 79, 83, 89, 90, 75, 77, 82, 24, 29, 32, 37, 39, 43, 47, 52, 34, 37, 38, 42, 45, 50, 67, 70, 73, 79, 83, 84, 86, 88, 90, 94, 96, 99, 14, 18, 42, 48, 52, 55, 61, 60, 66, 67, 72, 78, 100]","[6, 3, 1, 2, 6, 2, 6, 3, 6, 5, 1, 4, 6, 1, 5, 2, 5, 5, 5, 3, 5, 2, 4, 4, 5, 2, 3, 1, 4, 3, 5, 1, 3, 3, 6, 4, 1, 2, 2, 2, 4, 2, 3, 5, 4, 3, 6, 4, 3, 6, 3, 6, 1, 5, 6, 2]",L-9 L-51 S-95 S-87 S-54 L-51 L-4 L-21 S-64 L-80 
32,"[0, 38, 39, 44, 49, 55, 57, 58, 19, 24, 30, 31, 35, 40, 41, 43, 44, 48, 49, 34, 38, 39, 43, 49, 67, 68, 73, 76, 82, 88, 92, 94, 100]","[1, 1, 5, 5, 6, 2, 1, 4, 5, 6, 1, 4, 5, 1, 2, 1, 4, 1, 5, 4, 1, 4, 6, 2, 1, 5, 3, 6, 6, 4, 2, 6]",L-1 S-62 S-54 L-51 
111,"[0, 2, 3, 5, 10, 15, 42, 44, 47, 52, 34, 36, 39, 45, 46, 50, 34, 37, 41, 47, 52, 58, 60, 63, 65, 70, 76, 82, 85, 91, 75, 78, 83, 88, 91, 97, 99, 2, 14, 20, 25, 27, 84, 85, 24, 27, 29, 34, 37, 40, 46, 49, 52, 57, 58, 59, 60, 19, 42, 43, 49, 50, 53, 34, 39, 41, 44, 45, 67, 72, 76, 81, 84, 24, 84, 85, 24, 26, 29, 32, 36, 41, 42, 44, 48, 67, 91, 97, 3, 14, 15, 19, 23, 29, 30, 35, 38, 39, 45, 46, 48, 50, 53, 55, 60, 65, 66, 67, 69, 70, 76, 100]","[2, 1, 2, 5, 5, 6, 2, 3, 5, 2, 2, 3, 6, 1, 4, 4, 3, 4, 6, 5, 6, 2, 3, 2, 5, 6, 6, 3, 6, 4, 3, 5, 5, 3, 6, 2, 3, 2, 6, 5, 2, 1, 1, 2, 3, 2, 5, 3, 3, 6, 3, 3, 5, 1, 1, 1, 2, 2, 1, 6, 1, 3, 1, 5, 2, 3, 1, 6, 5, 4, 5, 3, 3, 4, 1, 2, 2, 3, 3, 4, 5, 1, 2, 4, 3, 4, 6, 6, 1, 1, 4, 4, 6, 1, 5, 3, 1, 6, 1, 2, 2, 3, 2, 5, 5, 1, 1, 2, 1, 6, 4]",L-21 S-54 S-54 S-95 L-4 L-28 S-87 S-62 L-21 S-54 L-51 S-87 L-28 S-87 L-51 L-71 L-4 L-80 
11,"[0, 3, 7, 11, 15, 42, 46, 47, 67, 73, 77, 100]","[3, 4, 4, 4, 6, 4, 1, 4, 6, 4, 3]",L-21 L-51 L-80 
30,"[0, 5, 6, 12, 14, 19, 25, 26, 84, 90, 75, 78, 79, 85, 24, 29, 34, 37, 41, 43, 47, 49, 52, 58, 60, 63, 66, 69, 72, 77, 100]","[5, 1, 6, 2, 5, 6, 1, 2, 6, 5, 3, 1, 6, 2, 5, 5, 3, 4, 2, 4, 2, 3, 6, 2, 3, 3, 3, 3, 5, 3]",L-28 S-95 S-87 L-80 
88,"[0, 3, 14, 7, 31, 34, 36, 41, 43, 45, 50, 67, 69, 70, 74, 77, 82, 88, 91, 94, 79, 83, 88, 90, 73, 79, 85, 86, 90, 96, 2, 5, 11, 12, 13, 7, 12, 14, 18, 23, 25, 27, 30, 31, 37, 40, 44, 50, 52, 34, 38, 42, 47, 48, 67, 91, 97, 3, 31, 35, 36, 38, 41, 46, 52, 53, 34, 35, 38, 44, 49, 34, 39, 43, 48, 52, 56, 58, 63, 68, 73, 79, 82, 86, 90, 73, 74, 78, 100]","[3, 1, 3, 2, 3, 2, 5, 2, 2, 5, 1, 2, 1, 4, 3, 5, 6, 3, 3, 4, 4, 5, 2, 3, 6, 6, 1, 4, 6, 6, 3, 6, 1, 1, 4, 5, 2, 4, 5, 2, 2, 3, 1, 6, 3, 4, 6, 2, 2, 4, 4, 5, 1, 3, 4, 6, 6, 6, 4, 1, 2, 3, 5, 6, 1, 1, 1, 3, 6, 5, 5, 5, 4, 5, 4, 4, 2, 5, 5, 5, 6, 3, 4, 4, 3, 1, 4, 2]",L-4 S-17 L-9 L-51 S-98 S-93 S-17 S-54 L-51 L-71 L-9 S-54 S-54 S-93 L-80 
27,"[0, 2, 7, 11, 7, 10, 13, 19, 22, 26, 29, 35, 38, 42, 44, 46, 52, 57, 59, 60, 60, 61, 60, 66, 68, 73, 77, 100]","[2, 5, 4, 6, 3, 3, 6, 3, 4, 3, 6, 3, 4, 2, 2, 6, 5, 2, 5, 4, 1, 3, 6, 2, 5, 4, 3]",S-17 S-64 S-64 S-64 L-80 
41,"[0, 5, 11, 16, 7, 31, 33, 39, 45, 47, 52, 58, 19, 25, 26, 31, 33, 38, 41, 44, 47, 50, 55, 60, 65, 67, 70, 73, 74, 79, 83, 85, 88, 91, 75, 78, 83, 88, 90, 91, 96, 100]","[5, 6, 5, 1, 2, 2, 6, 6, 2, 5, 6, 4, 6, 1, 5, 2, 5, 3, 3, 3, 3, 5, 5, 5, 2, 3, 3, 1, 5, 4, 2, 3, 3, 4, 3, 5, 5, 2, 1, 5, 4]",S-17 L-9 S-62 S-95 
24,"[0, 5, 11, 16, 22, 26, 30, 32, 38, 40, 43, 47, 48, 50, 53, 56, 59, 19, 42, 47, 67, 69, 70, 75, 100]","[5, 6, 5, 6, 4, 4, 2, 6, 2, 3, 4, 1, 2, 3, 3, 3, 3, 2, 5, 4, 2, 1, 5, 5]",S-62 L-21 L-51 L-80 
26,"[0, 6, 8, 31, 35, 40, 45, 46, 52, 55, 58, 19, 42, 48, 34, 38, 39, 41, 45, 50, 55, 61, 67, 91, 96, 97, 100]","[6, 2, 1, 4, 5, 5, 1, 6, 3, 3, 4, 2, 6, 6, 4, 1, 2, 4, 5, 5, 6, 6, 4, 5, 1, 3]",L-9 S-62 L-21 S-54 L-71 
124,"[0, 14, 19, 20, 22, 25, 31, 34, 37, 40, 46, 49, 34, 39, 43, 46, 67, 73, 78, 83, 84, 90, 73, 78, 83, 24, 25, 31, 34, 36, 37, 41, 42, 43, 44, 50, 67, 70, 76, 81, 82, 83, 85, 90, 91, 92, 94, 99, 3, 7, 31, 35, 38, 39, 40, 44, 48, 34, 35, 41, 43, 44, 49, 52, 34, 40, 45, 46, 67, 69, 73, 76, 77, 83, 89, 75, 81, 84, 90, 96, 79, 84, 24, 84, 86, 88, 91, 97, 2, 8, 31, 36, 42, 43, 45, 67, 91, 97, 99, 14, 16, 42, 43, 46, 47, 48, 34, 35, 41, 44, 50, 52, 53, 58, 61, 63, 67, 91, 92, 79, 81, 85, 91, 97, 100]","[4, 5, 1, 2, 3, 6, 3, 3, 3, 6, 3, 5, 5, 4, 3, 5, 6, 5, 5, 1, 6, 3, 5, 5, 4, 1, 6, 3, 2, 1, 4, 1, 1, 1, 6, 1, 3, 6, 5, 1, 1, 2, 5, 1, 1, 2, 5, 4, 4, 2, 4, 3, 1, 1, 4, 4, 6, 1, 6, 2, 1, 5, 3, 2, 6, 5, 1, 5, 2, 4, 3, 1, 6, 6, 6, 6, 3, 6, 6, 2, 5, 3, 4, 2, 2, 3, 6, 5, 6, 1, 5, 6, 1, 2, 6, 4, 6, 2, 5, 2, 5, 1, 3, 1, 1, 6, 1, 6, 3, 6, 2, 1, 5, 3, 2, 4, 4, 1, 6, 2, 4, 6, 6, 3]",L-4 S-54 L-51 S-93 S-87 L-51 L-9 S-54 S-54 L-51 S-95 S-98 S-87 L-28 L-9 L-51 L-71 L-4 L-21 S-54 L-71 S-98 
30,"[0, 5, 6, 31, 36, 37, 43, 48, 67, 68, 72, 78, 83, 88, 94, 97, 2, 6, 10, 14, 16, 42, 47, 52, 57, 58, 61, 67, 70, 74, 100]","[5, 1, 3, 5, 1, 6, 5, 3, 1, 4, 6, 5, 5, 6, 3, 5, 4, 4, 4, 2, 5, 5, 5, 5, 1, 3, 6, 3, 4, 6]",L-9 L-51 L-21 L-80 
56,"[0, 14, 15, 19, 24, 26, 84, 90, 94, 75, 81, 84, 86, 92, 97, 99, 5, 8, 10, 16, 7, 31, 34, 35, 41, 43, 44, 45, 50, 34, 38, 39, 44, 48, 50, 67, 68, 72, 75, 78, 83, 84, 90, 75, 79, 81, 86, 89, 73, 77, 78, 83, 86, 90, 92, 97, 100]","[4, 1, 4, 5, 2, 2, 6, 4, 1, 6, 3, 2, 6, 5, 2, 6, 3, 2, 6, 1, 2, 3, 1, 6, 2, 1, 1, 5, 4, 4, 1, 5, 4, 2, 1, 1, 4, 3, 3, 5, 1, 6, 5, 4, 2, 5, 3, 4, 4, 1, 5, 3, 4, 2, 5, 3]",L-4 L-28 S-95 S-17 L-9 S-54 L-51 S-95 S-93 
95,"[0, 38, 44, 46, 47, 52, 34, 36, 38, 39, 44, 46, 52, 34, 35, 41, 43, 44, 47, 49, 34, 35, 37, 43, 44, 46, 49, 52, 57, 60, 19, 22, 24, 25, 30, 34, 37, 38, 41, 44, 50, 55, 61, 66, 69, 74, 77, 81, 86, 89, 75, 78, 83, 24, 30, 33, 36, 41, 42, 43, 45, 67, 73, 77, 82, 84, 24, 30, 35, 39, 40, 42, 46, 49, 55, 58, 60, 19, 42, 44, 45, 48, 49, 55, 60, 63, 69, 70, 76, 78, 83, 84, 88, 91, 75, 100]","[1, 6, 2, 1, 5, 2, 2, 2, 1, 5, 2, 6, 2, 1, 6, 2, 1, 3, 2, 5, 1, 2, 6, 1, 2, 3, 3, 5, 3, 2, 3, 2, 1, 5, 4, 3, 1, 3, 3, 6, 5, 6, 5, 3, 5, 3, 4, 5, 3, 6, 3, 5, 4, 6, 3, 3, 5, 1, 1, 2, 6, 6, 4, 5, 2, 3, 6, 5, 4, 1, 2, 4, 3, 6, 3, 2, 2, 2, 2, 1, 3, 1, 6, 5, 3, 6, 1, 6, 2, 5, 1, 4, 3, 4, 5]",L-1 S-54 S-54 S-54 S-62 S-95 S-87 L-51 S-87 S-62 L-21 S-95 L-80 
55,"[0, 2, 8, 11, 12, 7, 31, 37, 43, 44, 49, 34, 38, 39, 41, 45, 47, 50, 67, 72, 77, 78, 82, 83, 86, 90, 73, 79, 84, 24, 29, 35, 37, 43, 46, 49, 67, 73, 78, 83, 84, 24, 29, 31, 36, 39, 41, 42, 44, 47, 48, 67, 73, 75, 77, 100]","[2, 6, 3, 1, 5, 2, 6, 6, 1, 5, 5, 4, 1, 2, 4, 2, 3, 1, 5, 5, 1, 4, 1, 3, 4, 3, 6, 5, 3, 5, 6, 2, 6, 3, 3, 2, 6, 5, 5, 1, 3, 5, 2, 5, 3, 2, 1, 2, 3, 1, 3, 6, 2, 2, 3]",S-17 L-9 S-54 L-51 S-93 S-87 L-51 S-87 L-51 L-80 
12,"[0, 6, 8, 12, 7, 13, 16, 22, 84, 90, 73, 75, 100]","[6, 2, 4, 5, 6, 3, 6, 6, 6, 3, 2, 5]",S-17 L-28 S-93 L-80 
24,"[0, 14, 16, 20, 23, 29, 30, 35, 41, 46, 50, 56, 57, 61, 67, 72, 75, 79, 81, 85, 88, 94, 75, 77, 100]","[4, 2, 4, 3, 6, 1, 5, 6, 5, 4, 6, 1, 4, 6, 5, 3, 4, 2, 4, 3, 6, 1, 2, 3]",L-4 S-95 L-80 
61,"[0, 2, 6, 7, 13, 16, 18, 24, 27, 30, 33, 37, 38, 42, 45, 47, 53, 58, 60, 60, 65, 69, 72, 78, 82, 24, 30, 34, 39, 42, 47, 52, 58, 61, 66, 70, 72, 73, 75, 77, 78, 84, 86, 89, 73, 76, 82, 88, 90, 91, 75, 81, 86, 91, 75, 78, 82, 83, 89, 90, 75, 100]","[2, 4, 1, 6, 3, 2, 6, 3, 3, 3, 4, 1, 4, 3, 2, 6, 5, 6, 4, 5, 4, 3, 6, 4, 5, 6, 4, 5, 3, 5, 5, 6, 3, 5, 4, 2, 1, 2, 2, 1, 6, 2, 3, 4, 3, 6, 6, 2, 1, 4, 6, 5, 5, 4, 3, 4, 1, 6, 1, 5, 5]",S-64 S-64 S-87 S-93 S-95 S-95 S-95 L-80 
